#a,e,i,H,diameter,BV,UB
3.012071477,0.108730403,11.1316142,11.4,,,
2.699194019,0.112599786,8.730475658,12.4,,,
3.019406161,0.064982008,9.598162632,11.7,,,
2.380946616,0.191289072,26.98436675,11.2,12.97,,
2.542495267,0.106625852,15.70139609,12.5,,,
2.701720183,0.193286489,6.353573833,12.3,,,
2.752425456,0.180963535,9.736203504,12,,,
2.555872015,0.201243367,17.52984248,11.6,11.28,,
2.642820065,0.124364283,1.461155668,13.6,,,
2.264741416,0.160598613,1.515352564,13.7,,,
3.097310161,0.120054309,2.098994102,11.6,25.29,,
2.29901967,0.128342997,2.672198759,15,,,
3.117736494,0.042450571,16.62166697,11.3,48.6,,
2.261280034,0.095393268,6.352410157,13.6,,,
2.538815292,0.202471935,7.319131301,13.8,,,
3.000863738,0.038120246,9.557422799,11.7,,,
1.87226401,0.080682428,24.1123775,13.2,,,
2.838697546,0.172453494,13.39290223,12.7,,,
3.019836565,0.102663546,8.785214058,11.8,,,
2.883551792,0.129468795,13.00558569,11.9,,,
3.157082251,0.086822217,6.73105655,12.9,,,
2.375657693,0.25409436,23.08445388,12.4,6.82,,
2.557057576,0.049693816,13.4599452,12.3,,,
2.83400196,0.06485607,2.751808035,12.9,,,
2.786959268,0.030416642,3.599682634,12.5,19.76,,
1.921413244,0.118335668,20.44738259,13.5,,,
3.210487928,0.135761924,3.175337005,11.7,,,
2.867163169,0.040333474,2.267309885,12,,,
2.554712872,0.14136361,12.79560771,13.9,,,
2.564473299,0.251959181,7.1198021,13.5,,,
3.056549957,0.03928098,9.777921691,12.6,,,
3.165502202,0.103280003,12.42276516,11.8,32.6,,
2.407562525,0.287633853,23.32436616,11.7,10.56,,
2.581823931,0.120698081,12.05890367,12.8,,,
2.301235993,0.096891675,4.1824704,13.9,,,
2.790340717,0.229874082,7.923393624,12.1,,,
2.35308167,0.136603242,3.25222168,13.4,,,
2.364225328,0.01821122,3.800111027,13.2,,,
3.142893092,0.169404444,1.591568934,11.8,,,
3.007265125,0.116286773,7.72458679,10.9,34.81,,
2.566871815,0.011042754,8.964212941,12.6,14.93,,
3.091189285,0.187386229,2.034136299,12.5,,,
3.157916266,0.036276559,9.270742682,11.6,24.66,,
2.271870334,0.200101896,4.865829002,13.6,,,
2.259220568,0.106149375,4.702332705,13.8,11.2,,
2.361961074,0.081254711,5.735807892,13,,,
2.244768164,0.097185319,5.198386558,12.9,,,
2.667420287,0.123623827,12.91476172,12.3,,,
2.232469154,0.16716468,3.195923856,12.9,,,
3.147790403,0.141320688,1.008176779,12,,,
3.176149172,0.084664161,17.57478657,12.4,18.2,,
3.144143371,0.167847301,1.426764726,12.1,,,
2.538022905,0.199830675,6.743438418,13.5,,,
2.433289397,0.240595191,6.009680215,12.7,,,
2.698094852,0.19217218,14.26381015,12.1,,,
2.674234101,0.161476631,12.79645259,11.9,21.01,,
3.408998188,0.017645085,6.159034859,11.4,,,
2.54957351,0.073745076,15.19018928,10.8,17.31,,
2.452949715,0.09113197,5.049015875,13,,,
3.070291221,0.090539066,3.265013068,13.2,,,
2.834637312,0.136286904,14.25143069,11.8,23.31,,
3.02337526,0.049747465,11.10355045,11.4,,,
2.634627584,0.151357094,12.83231926,12.2,,,
2.453243074,0.177992277,11.88743641,13.3,,,
2.60807761,0.03078869,3.104247218,12.5,,,
2.582062143,0.092296374,14.99827081,11.8,,,
2.567408743,0.236399841,12.33351638,13.8,,,
3.392291194,0.172484564,10.04520006,10.9,33.1,,
3.024702703,0.0845935,10.32975574,11.4,,,
2.242998146,0.079995743,4.031774354,12.9,,,
2.273633227,0.093081043,2.182118589,14,,,
2.359228309,0.12173481,4.144760348,13.1,,,
3.184525223,0.136582122,2.31660654,11.6,,,
2.683746817,0.185949538,13.60899841,12.3,,,
3.102346951,0.144347612,2.599327873,11.9,30,,
3.300855983,0.2854243,17.17081253,12.7,,,
3.181990137,0.175125261,1.037624253,12.5,,,
2.610255588,0.190928171,10.89287908,13,,,
2.611454472,0.132289268,14.38419111,12,,,
2.798341699,0.133613083,8.056886261,12.2,,,
2.578610843,0.035020382,9.456829144,12.8,,,
2.21742569,0.098029098,2.231315325,13.5,,,
3.106700817,0.063340489,24.09214261,11.5,27.19,,
3.050302495,0.113879399,1.27366975,12.6,,,
2.335636574,0.15080177,6.123275588,12.7,,,
2.301971091,0.136305788,5.347335696,13.7,,,
2.612254192,0.167663344,12.96022189,12.8,,,
2.630075445,0.145743603,12.07046109,12.4,,,
3.209102055,0.164260403,0.533690773,11.6,24.67,,
3.151834088,0.17321987,1.889881443,12.3,,,
2.69731049,0.044728713,7.527613814,12,18.45,,
2.833693063,0.069971427,2.05355884,12.2,,,
3.898694002,0.044829182,1.501796338,10.7,,,
3.122128856,0.118803572,2.375198588,12.8,,,
2.457201204,0.134371599,6.116733496,13.1,,,
2.726153613,0.224148345,7.769413951,13.5,,,
3.157466165,0.228793107,8.874108133,11.1,29.73,,
3.019374015,0.087783382,10.26087178,11,,,
2.60701889,0.133662719,28.57228502,12.1,,,
2.268739609,0.085688549,3.8160166,13,,,
2.86066645,0.018279615,1.169816123,12,,,
3.01710374,0.056651503,9.037021527,11.2,,,
3.206977735,0.077213137,16.76199139,11.6,,,
3.156315869,0.085352645,21.62173,10.8,25.63,,
2.988636716,0.077812197,10.43989173,11.9,,,
3.18933565,0.203526483,0.587378791,12.1,31.37,,
3.149427166,0.249759757,14.87075828,11.4,,,
2.388193698,0.076244518,3.413483801,13.3,,,
2.418436241,0.129393065,3.547894695,12.8,,,
2.416539596,0.062690763,5.754339077,12.4,,,
2.356670019,0.170043056,4.456062,14.3,,,
2.313430453,0.212855768,23.14400897,12.3,9.2,,
2.246643065,0.145188129,4.902238056,14.1,,,
2.466138141,0.123952781,3.085995066,13,,,
2.804473663,0.192233516,6.987619644,13.3,,,
2.618997028,0.126393064,17.19310168,12.7,,,
2.366659806,0.295337505,3.741195183,12.4,8.47,,
3.004812318,0.109623481,9.249606849,11.3,,,
2.917863897,0.18750809,12.11620283,10.9,34.5,,
2.241520751,0.108065247,3.482958269,12.9,,,
2.862837659,0.258350441,5.375447546,11.3,31.02,,
2.39629703,0.151952395,2.707431423,13.4,,,
2.304069703,0.136989571,5.266848528,13.8,,,
2.373104623,0.177609505,5.165315449,12.9,,,
3.945592875,0.132750224,3.098438469,11.7,37.75,,
2.259609889,0.06547241,8.594908968,13.4,13.28,,
1.936037691,0.083362929,21.70206996,13.5,,,
2.39933983,0.188003311,3.829673813,13.8,,,
3.204755396,0.169541015,1.684824934,12.4,,,
2.982854893,0.037305064,1.223309033,12.2,,,
3.44436258,0.031165503,7.292215501,11.4,32.71,,
2.64609856,0.092834927,3.160225218,13,,,
2.406630359,0.073710168,1.847963535,13.7,,,
2.175219574,0.185840259,1.279148537,14.3,,,
2.937616544,0.106454715,1.151538381,13.7,,,
2.947619809,0.071636831,0.97328922,14.9,,,
3.117068971,0.147477385,0.283860754,12.8,,,
3.027804189,0.119511019,9.01028007,12.6,18.08,,
3.202478,0.169099931,1.768348535,12.4,,,
2.375182271,0.167620816,1.944535002,13.8,,,
2.215906547,0.174818792,3.071425016,13.5,,,
3.178462902,0.228658608,2.074641588,13.1,,,
2.304024511,0.103223733,5.826004577,14.3,,,
2.970063602,0.102469595,4.703394778,12,,,
3.173854631,0.112536302,2.528494412,12.1,19.6,,
2.405782633,0.17500053,3.339399576,13.9,,,
2.654151179,0.138239416,13.4961532,12.7,,,
2.619311386,0.176138076,14.53908535,13,,,
2.617030615,0.157407523,13.01608756,11.7,,,
3.967316064,0.154039055,2.609501966,13.5,,,
2.350562871,0.070473044,3.043334687,13.4,,,
2.958728469,0.06630475,3.956481918,12,,,
2.890550373,0.049032948,2.916549189,12.6,,,
2.843323048,0.064092856,3.268659339,12.2,,,
2.792607523,0.113636429,2.656506411,12.5,,,
2.300775933,0.22036251,7.327900692,13.2,,,
2.234973712,0.139008565,5.806032499,12.6,,,
2.420010385,0.282980737,3.508919559,13.3,,,
2.427234941,0.201065791,4.357030679,12.8,,,
3.170520005,0.176065959,16.50059783,11.6,24.1,,
2.326878293,0.203923059,2.279208717,14,,,
2.637138972,0.262341546,4.250321423,13.8,,,
2.230504418,0.165551402,3.448701907,13.8,,,
2.36674447,0.18256791,12.15526662,13.9,,,
3.013944239,0.094295976,10.92080774,11.8,,,
2.367235193,0.250228797,9.278272663,13.5,,,
2.3936593,0.226543913,3.030461168,13.9,,,
2.688474719,0.237764264,7.36659064,12.8,,,
2.656237819,0.175196011,13.02058945,14.3,,,
2.723027814,0.141467519,10.64268552,12.8,,,
2.266994221,0.176884401,5.472950936,14,,,
2.364739048,0.207407453,4.277289768,14.4,,,
2.377022573,0.010098576,4.627354424,13.2,,,
2.463701762,0.11186364,0.729038267,13.6,14.6,,
2.391879438,0.145054176,2.72020724,13.3,,,
2.352249631,0.171635914,24.22881433,12.6,,,
2.400133115,0.27424554,11.77273977,12.5,,,
2.64341838,0.16179532,13.14916369,12.1,,,
2.91741261,0.074743968,2.904846862,11.6,,,
2.209078412,0.186198578,5.483338888,13.2,,,
2.628387415,0.17783865,14.01891288,11.8,,,
2.2967983,0.156280559,5.46608101,12.8,,,
3.022584838,0.098780949,8.506500425,11.5,,,
2.982290563,0.077665889,13.64658383,11.5,,,
2.749384581,0.048834009,3.545437584,12.2,24.59,,
2.723163308,0.220874999,9.37688691,12,,,
2.803528829,0.023537341,4.869126684,12.8,,,
2.450697817,0.156915211,2.340362782,13.4,,,
2.249352485,0.165793444,6.146344309,13.5,,,
2.334911158,0.193912151,5.863716111,12.7,,,
3.046764851,0.294302222,3.296833729,12.2,18.91,,
2.243736523,0.1715362,5.084698526,13.1,,,
2.333065694,0.097665041,3.791076084,13.2,,,
3.110997125,0.112157501,2.285372143,12.2,,,
2.458269431,0.130628429,5.701372319,12.7,,,
2.172463018,0.13183739,2.414909029,14.1,,,
2.451208774,0.150020609,3.06733095,13.6,,,
2.912407347,0.070710841,1.804833514,12.6,,,
3.130565092,0.168016788,1.797285937,12.5,,,
2.412146598,0.077247791,5.177810713,13.2,,,
2.681347054,0.195502045,10.94588793,12.4,,,
3.009646999,0.264963729,1.556300814,13.2,,,
2.160660829,0.055531722,3.518953076,13.6,,,
2.443233203,0.146450309,5.482754773,13.6,,,
2.384087367,0.151978087,4.428708221,13.1,,,
2.653162796,0.012883295,9.274817911,11.9,20.12,,
2.593075484,0.095735738,3.202865732,13.1,,,
2.973768118,0.294981954,16.69080217,12.4,19.43,,
2.89766206,0.02152812,1.244924512,12.5,,,
3.995232357,0.162266356,9.819449775,10.4,49.5,,
3.225084302,0.106405134,9.542006908,11.6,,,
2.339263627,0.223467772,9.09581841,13.8,,,
2.196503055,0.113514047,6.446304608,15.3,,,
3.061207938,0.286720889,2.409288838,12.9,,,
2.275929433,0.181962523,4.515925535,14.3,,,
2.245343964,0.203502921,4.418731235,13.6,,,
2.545807863,0.198127077,7.780422075,11.8,,,
2.750467337,0.094122097,5.764429059,12.6,,,
3.06450504,0.213284079,4.286035879,12.5,,,
2.769507063,0.226108628,16.67857989,12.3,14.8,,
2.303425768,0.173735318,5.691054251,13.9,,,
2.257915454,0.103404782,5.861810875,13.7,,,
2.242832142,0.038043745,2.666912437,13.6,,,
2.227699216,0.20745634,5.721020884,13.6,,,
2.586769906,0.314172282,19.15411782,11.9,11.54,,
2.236175127,0.148854554,4.158932382,13.9,,,
3.137841605,0.196433689,1.634386073,12.8,,,
2.212385863,0.219574204,3.102881199,13.6,5.15,,
2.331533032,0.226574288,7.947883807,13.7,,,
3.260799593,0.090259332,2.213762691,11.9,,,
2.252140577,0.178314128,5.836841842,13.9,,,
2.194470388,0.177700792,2.167873939,13.6,,,
2.393237474,0.231992626,25.17890097,13.1,,,
2.764540732,0.092465536,6.079039101,12.1,16.66,,
2.785788735,0.172228615,6.93467465,11.9,18.94,,
3.105572949,0.123020327,2.393007198,12.6,,,
2.902998539,0.034831263,2.856940451,12.5,,,
3.020531891,0.088726471,10.22933247,12.4,,,
3.052231473,0.065956466,0.556274116,11.8,,,
2.61910071,0.242134439,10.7380829,11.7,26.14,,
2.627449352,0.192632728,13.69010877,12.2,24,,
2.852505135,0.0673127,2.422186637,12.6,,,
2.758769627,0.198900225,11.09608744,11.7,,,
2.345655556,0.110007908,9.004716129,12.4,,,
2.794635106,0.209623145,7.426596338,13.8,,,
2.571268869,0.043381341,14.0847414,12.9,,,
2.806448191,0.190701392,7.442371266,13.1,12.36,,
3.003546978,0.067542983,10.51397677,11.7,,,
2.606421295,0.172890118,13.08409642,12.2,,,
2.153570733,0.165650234,1.144591001,13.7,,,
2.599942425,0.15812238,2.511520876,13,,,
3.143547697,0.165555266,2.728868799,12.4,,,
2.238980568,0.101393259,4.71477004,13.3,,,
2.375937041,0.228208913,8.729257748,13.2,,,
2.327088053,0.139563416,1.739553159,14.1,,,
2.8497472,0.053502364,1.042499743,12.3,,,
3.15759419,0.140005344,1.73012915,12.1,30.61,,
2.879445122,0.233587309,11.12483096,12.5,,,
3.187804175,0.020305988,20.91492989,11.3,20.93,,
2.608361301,0.253549182,11.8231635,11.9,,,
2.19601251,0.199749915,2.554526689,14.5,,,
2.418558874,0.190226107,2.326516111,13.2,,,
2.932063441,0.123126842,1.514564716,13,,,
2.230938483,0.175973651,4.962243179,13.8,,,
2.22269265,0.17061986,4.846108369,13,,,
2.29262665,0.105101229,5.861761409,12.7,,,
2.231225582,0.158138948,0.872469387,13.6,,,
2.376567902,0.074099575,2.602020904,13.5,,,
2.676711067,0.244420163,10.9855894,11.7,11.62,,
3.160571392,0.123589783,21.66113519,12.1,24.38,,
3.039732857,0.065013273,9.891315689,11.8,,,
3.026654426,0.079788663,11.2242372,11.2,20.49,,
2.54274633,0.193192701,6.240471535,12.3,,,
2.424037492,0.063926592,7.154538285,13.2,,,
2.620436212,0.180681817,13.28264722,12.1,,,
3.166306991,0.183266986,0.576617443,12.4,,,
3.162453955,0.190893133,11.51485379,12.7,,,
2.438032415,0.012883447,4.272420343,12.8,,,
2.340466789,0.277944352,24.56559994,13.6,,,
2.914147748,0.072427246,2.767191904,12.3,,,
2.39968126,0.238881923,10.72525878,13.5,,,
2.388685447,0.214752711,5.3493622,13.5,,,
2.307244312,0.123637126,5.887578233,14.1,,,
3.229287408,0.122344589,2.207583236,12.5,,,
2.250691507,0.230193225,1.682026397,15.3,,,
2.994794448,0.088042971,10.05136556,12.3,,,
2.21889449,0.192378187,3.747083805,13.9,,,
2.311360818,0.118988917,5.468453162,13.7,,,
2.365710795,0.06468368,4.970839197,13.1,,,
2.57530857,0.172303382,12.09531093,12.5,,,
2.368122978,0.138549075,4.381659268,13.8,,,
2.892081203,0.020013815,7.714497834,12.1,,,
2.24327762,0.094091479,3.086668536,13.8,,,
2.641837392,0.318629686,30.3269191,13.2,,,
3.199361463,0.159179759,9.446408842,11.3,,,
3.152657963,0.129095474,1.903933665,12.9,,,
2.712563793,0.059938023,4.711418996,12,,,
2.321994973,0.105388189,4.363633524,12.9,,,
3.034377634,0.098753645,5.356970623,12.2,,,
3.052934197,0.094838635,11.13577184,11.9,,,
2.167358865,0.092007886,2.255922848,13.9,,,
3.128349817,0.17198946,2.177346772,12.6,,,
2.365284006,0.072127212,2.262629656,13.7,,,
2.334481542,0.117238296,7.746800918,14,12.09,,
2.337999168,0.064543017,2.013163872,15.2,,,
2.15374434,0.172107196,1.175806734,15.3,,,
2.757969008,0.10515534,9.009758242,11.5,,,
2.581389233,0.15558123,12.65782236,12.4,,,
3.059926138,0.213240292,0.407106231,12.6,,,
2.672768935,0.317619772,6.905404549,12.2,,,
2.662578838,0.19365306,16.23847961,12.6,,,
2.238606533,0.179660486,4.803395567,12.6,,,
3.388287788,0.09084453,19.30133626,11.3,,,
2.757913513,0.077042555,14.71820083,11.5,25.01,,
2.360030596,0.163070486,3.311569934,13.8,,,
2.752872671,0.068802528,2.090189892,12.3,,,
3.025717687,0.100322631,8.86150864,12,,,
2.366592902,0.238973685,4.806195995,13.2,,,
2.379926799,0.213029739,1.46321654,14.5,,,
2.993319931,0.168096609,12.72711917,12.6,,,
3.063634769,0.099114144,10.9026901,10.9,28.87,,
2.385970813,0.21457938,0.46141604,14.9,,,
2.430930121,0.137512319,9.347833829,13.1,,,
2.440245224,0.133557914,5.71305601,13.2,,,
3.250034943,0.055190985,17.32967739,11,30.74,,
2.411698728,0.137185668,4.516937734,12.8,,,
3.164533014,0.251756999,13.30508598,11.5,24.86,,
3.072073653,0.276085945,2.309884723,13,,,
1.920992427,0.07722262,21.35195617,12.3,,,
2.957027681,0.042563304,2.307529374,13.6,,,
3.007703294,0.240593314,15.12984874,12.7,14.67,,
2.235078941,0.117851861,3.61662154,13.5,,,
2.323537931,0.135939348,7.395264757,13,,,
2.267683887,0.190209708,2.858454827,14.2,,,
3.985003376,0.279635451,7.239485203,11.1,,,
2.856371664,0.073849279,2.696040404,12.6,,,
2.548315022,0.084168904,16.81326815,12,,,
3.141283019,0.094649696,4.898817158,11.2,30.02,,
2.61511868,0.131633333,14.19540679,12,,,
2.988709987,0.10507507,9.361283648,11.9,,,
3.19204523,0.097464876,0.707717892,12.6,,,
3.01327019,0.049345138,9.392451007,11.1,,,
2.37358343,0.27851864,15.0270855,13.4,,,
2.662732909,0.126386348,13.81739744,12.2,,,
2.441745084,0.150596876,4.297385972,13.5,,,
2.254305486,0.118139193,2.793110187,13.7,,,
2.92587354,0.179331027,27.01079787,11,39.82,,
2.852194821,0.129020095,16.01789971,11.6,,,
3.073413968,0.144654968,1.004381095,12.1,,,
3.185293571,0.181089379,1.836708623,12.8,,,
1.952612068,0.067785568,20.20771034,13.9,,,
2.438525794,0.131009231,3.2877706,13.4,,,
2.940695117,0.034389339,2.103694382,12.2,,,
2.638600824,0.147590004,14.12721053,11.7,,,
2.361166864,0.164222303,0.599064725,14,,,
2.57364634,0.188923061,11.85248765,13.8,,,
3.144602732,0.167436772,2.455920715,11.9,18.34,,
2.859470274,0.162167863,13.87022838,12.3,,,
2.240882895,0.146331537,5.831184343,13.6,,,
3.019132662,0.034627108,8.78030041,12.7,,,
3.176736945,0.173063072,2.05359838,12.4,,,
2.253688234,0.068341367,2.197652974,13.5,,,
2.385134665,0.190452064,3.369580371,13.7,,,
2.220239115,0.160846386,2.941756051,14.2,,,
2.248994435,0.134149756,3.28091998,13.9,,,
2.755119394,0.101111169,5.310480997,12.7,,,
2.431054075,0.168478193,3.397638468,13.6,,,
2.339833859,0.243454468,1.490093368,14,,,
2.341701653,0.259336314,24.95546381,12.8,,,
1.922597921,0.083525807,26.72318814,11.9,,,
2.634380382,0.10072347,29.78907176,12.1,21.32,,
3.008082829,0.070364336,10.14963294,11.7,,,
2.18113934,0.144062922,4.352542656,13.9,,,
1.931145014,0.092347535,26.12005028,12.7,8.26,,
2.173664464,0.028703041,3.673027452,13.1,,,
2.765432441,0.180593617,8.025497914,12.9,,,
3.025197978,0.071060628,9.006863808,11,20.74,,
2.342832913,0.119255996,2.471591531,13.1,,,
3.957283232,0.145656743,5.283979356,11.3,,,
2.81239859,0.054893499,4.790280713,12.8,,,
2.426922332,0.268702398,9.760118648,11.5,,,
3.000060113,0.12001192,8.902072335,11.1,,,
3.178268572,0.160895197,6.542881433,12.2,,,
3.171043632,0.163113212,2.939037426,12,18.56,,
2.645519018,0.094848868,13.30042495,11.7,,,
2.601275745,0.131908416,14.83956179,13.4,,,
3.009667225,0.05101947,11.84280908,11.1,19.35,,
2.886151241,0.0121122,3.00579257,12.3,,,
2.869648579,0.010294612,2.663812193,11.8,,,
2.195785279,0.08498629,1.981309246,13.5,,,
2.763809714,0.269849046,10.90597951,12.3,,,
2.359896307,0.138165061,7.04082648,13.2,,,
2.399523684,0.251697171,22.74217453,12.2,9.02,,
2.768147692,0.205007254,10.31132376,11.9,,,
3.024530092,0.076536489,9.927548209,11.6,,,
2.344168024,0.153307837,7.961260646,13.4,,,
2.41439822,0.153502608,1.962858187,13.4,,,
2.777817945,0.00953619,4.682537767,12.6,,,
2.157307665,0.174410437,4.196003789,13.4,,,
2.318108727,0.098306532,7.000048338,13.8,,,
2.20286799,0.060371056,3.207786894,13.3,,,
2.273365899,0.220780982,4.262700411,13,,,
3.11797917,0.088387527,14.37530949,11.5,,,
2.670057942,0.203516874,12.5200136,12.1,22.01,,
2.682014809,0.139809886,11.06791583,12.3,,,
2.320509011,0.132175184,7.27822288,13.2,,,
2.572405471,0.201899807,13.53426241,13,,,
2.630001154,0.115974044,14.15761783,12.2,,,
2.238481337,0.210524651,4.237760079,14,,,
2.550968104,0.135185283,8.707697827,12.3,,,
3.012547089,0.05967256,11.00116721,12.1,,,
3.11817779,0.098168942,5.213040617,12,,,
1.862234522,0.040433466,23.97348214,14.9,,,
2.992250246,0.04556458,10.12974953,12.1,,,
2.370098453,0.243808384,22.65956047,12.8,,,
2.797401695,0.177834329,7.239651061,12.3,,,
2.787210675,0.16077496,7.752071282,12.4,,,
2.195235792,0.082718606,4.175747493,13.3,,,
3.007838494,0.035183922,8.76384356,12.1,,,
2.424541093,0.153342814,3.948781483,13.3,,,
2.672612808,0.068907201,5.701657505,12.5,,,
2.667163605,0.176004716,6.351359569,12.1,16.5,,
2.378546362,0.019588692,4.782766223,12.7,,,
3.009976958,0.055767051,11.30765796,11,,,
3.141928058,0.137072106,1.805797403,11.5,,,
2.35548477,0.06196493,6.108064926,13.6,,,
2.613542385,0.068705373,18.00340813,11,24.37,,
2.285468269,0.063489784,8.284633103,13.7,,,
2.436584279,0.153756936,2.83003623,14.3,,,
3.123643085,0.213811818,0.250616335,12.8,,,
2.429292335,0.266699896,12.12151961,14,,,
2.154080893,0.154928664,2.23099316,13.7,,,
2.620070916,0.139100417,12.89621931,12.8,,,
3.187112703,0.119676502,9.213941111,11.4,24.48,,
2.257008675,0.199902226,7.393369536,13.7,,,
2.310579497,0.14527549,4.751921278,13.1,,,
3.021880781,0.05011177,11.29150748,11.7,,,
3.02244345,0.101953048,11.14678106,12.3,,,
2.998974835,0.055325453,9.048983997,11.9,,,
2.574019735,0.156435418,9.503037575,13.4,,,
2.471980778,0.142167765,3.421630105,13,15.36,,
2.253663816,0.162045725,4.76551762,13.3,,,
2.563943371,0.202245296,13.27875031,13.3,,,
2.56920047,0.126691075,14.72707373,13,,,
2.83589341,0.213476664,10.76495528,12.3,,,
2.583257124,0.201393767,13.09845821,13.3,,,
3.034007295,0.060623661,10.67167899,11.9,,,
2.585307042,0.062015213,14.48462508,11.8,,,
2.198299641,0.108228692,5.015575552,13,,,
3.166105392,0.169348732,1.496502117,12,,,
2.59414557,0.158562682,11.98917793,12.8,,,
3.041493212,0.069373064,9.414430934,11.7,24.47,,
3.000427693,0.099891028,8.710937049,11.6,,,
2.99987318,0.047302249,10.91328186,11.4,,,
2.995153217,0.1233355,10.42813845,11.4,,,
2.620256006,0.2918361,9.393449116,12.2,,,
2.717457233,0.242384977,5.25867712,13.4,,,
2.398629639,0.154334922,2.213662598,13.7,,,
2.63956688,0.103228426,13.88479212,11.8,,,
2.675231313,0.147703242,12.50106983,13,,,
2.351917397,0.193230044,3.745148568,13.2,,,
2.790371213,0.200335138,7.697451721,12.4,,,
2.733540414,0.237745373,10.5536137,12.8,,,
2.305807635,0.078352715,5.158591521,13.8,,,
2.947561996,0.093311004,9.759170695,11.8,,,
2.43406727,0.185142492,2.269834946,13.8,,,
2.371881425,0.182611402,12.46096348,13.1,,,
2.454692296,0.236584173,2.613934899,13.8,,,
3.188847474,0.160246619,0.429451074,12.1,,,
3.031970317,0.10701391,9.497654391,12.1,,,
2.193011318,0.142715519,4.534769184,14.3,,,
2.534572852,0.101088342,8.65011207,13.1,,,
2.609026973,0.120581586,4.87337784,12.1,17.6,,
2.996701579,0.108271729,9.922506061,12.2,,,
3.075774227,0.166661891,3.45283744,12.7,,,
3.015654821,0.093667343,11.21192148,11.3,,,
2.674795547,0.100741277,13.29651166,12.4,,,
2.617385537,0.167030565,12.40826097,12.4,,,
2.63298469,0.237952449,12.50076269,11.9,,,
2.175161988,0.128598006,1.40957336,14.1,,,
2.228354161,0.153407439,2.143946863,13.3,,,
2.252176585,0.101225409,2.633108684,12.7,,,
2.264117588,0.018965809,2.252009015,12.5,,,
2.361329813,0.219098532,7.448022348,12.9,,,
3.10932395,0.106989565,13.34352735,11.5,27.62,,
2.401719774,0.035715784,3.589108361,12.9,,,
2.61309162,0.194920198,13.78202725,12.5,,,
2.557005979,0.138585184,9.613974933,12.5,,,
2.661512693,0.304424122,6.655820593,11.8,,,
2.249458906,0.213046936,4.805205768,13.3,,,
2.597612464,0.165000141,14.72253658,12.3,,,
3.147790508,0.177279445,1.189830439,12.3,,,
3.211761598,0.0675292,18.66698187,11.2,29,,
2.623506368,0.294436059,11.51146791,12.9,,,
2.690554668,0.031253804,1.819463528,12.6,,,
2.297991546,0.219183606,4.497299276,13.9,,,
2.389068997,0.210141298,3.043341487,13.4,,,
3.201571874,0.139301019,1.730802564,12.3,,,
2.847753993,0.079551144,1.744016919,12.9,,,
3.050582573,0.210768046,2.636292728,12.5,,,
2.603249549,0.236193405,1.60239366,13.5,,,
2.272373913,0.081238323,2.821080083,12.9,,,
2.915580985,0.062754055,3.335156958,12.4,,,
2.645074734,0.115934316,11.79971826,11,,,
2.663387097,0.203796836,11.89130014,12.8,,,
2.66965222,0.126450047,5.911654825,13.4,,,
2.234409618,0.123640514,7.412294476,13.1,,,
2.205724019,0.172456036,6.490265314,13.7,,,
3.181733136,0.16330578,1.14693365,12.9,,,
2.421002536,0.030076358,5.848307012,13.3,,,
2.469683287,0.149571002,5.338928788,12.5,,,
2.612259354,0.160984408,13.77738726,12.9,,,
2.42951336,0.151348063,1.716216589,13.1,,,
2.192871764,0.090705407,3.50685506,14,,,
2.555449574,0.183215698,7.92149621,13.1,,,
2.252157046,0.107394552,4.208981738,13.1,,,
2.188980445,0.171076285,1.652369577,13.7,,,
3.174295367,0.151851349,1.008825709,12.1,22.1,,
2.365783594,0.198651964,1.775594201,13.5,,,
2.606698314,0.143579881,14.13085262,12.1,,,
2.672464265,0.134849487,9.457356019,12,13.14,,
2.430344936,0.190456183,1.910743177,13.8,,,
2.891283103,0.260711308,6.937700994,12.6,,,
2.395030428,0.186027848,9.793202688,13.2,12.29,,
2.743498272,0.120023861,15.43354802,11.6,,,
2.237238162,0.147438136,4.745961303,13.4,,,
2.848422907,0.058099025,1.729915958,12.8,,,
2.644912248,0.311479728,11.08938066,13.2,,,
2.684260776,0.175469432,11.25274872,13,,,
2.204329307,0.165031531,5.530281122,13.7,,,
2.253831041,0.191122418,1.917019718,13.6,,,
2.850646837,0.075428477,1.719536534,12.8,,,
3.106382969,0.17993553,0.281710393,11.9,,,
3.155510542,0.195978015,1.150508678,12.4,,,
2.369254678,0.224948832,2.469378589,14.7,,,
2.435753065,0.160393355,4.704870682,13,,,
2.793439565,0.109304316,6.077596763,12.3,,,
3.209120094,0.059293465,14.89835119,12,28.77,,
2.883352864,0.070514129,1.496855296,12.6,,,
2.964523544,0.203988307,7.355856937,12.4,,,
2.340792099,0.232966857,24.49350941,13,,,
2.666958459,0.090928566,11.21910369,12.8,,,
3.010978809,0.123034102,9.233043214,11.7,,,
2.198802104,0.188587135,4.487088333,13.7,,,
2.240532778,0.092382397,5.016080911,14.2,,,
2.386558062,0.061880923,4.813996404,12.7,,,
3.184051715,0.052508085,15.55827633,10.9,35.59,,
2.55098468,0.055685866,16.20513634,11.8,,,
1.858923213,0.070476007,19.4420638,13.3,,,
2.410814228,0.175996891,4.472441103,12.8,,,
2.401682249,0.077683473,8.990665556,12.6,,,
3.134544423,0.19397389,0.482190498,12,,,
2.26482004,0.214137707,3.740931528,14,,,
3.039777621,0.045283965,17.37560654,11.7,,,
